index,Drug_Name,Reason,Description
853,Amlopure 5mg Tablet 10'S,Angina,Â prevent angina pectoris
854,Amlorace 5mg Tablet 10'S,Angina,Â prevent angina pectoris
855,Amlostat 5mg Tablet 10'S,Angina,Â prevent angina pectoris
856,Amlosun 10 mg Tablet 10'S,Angina,Â prevent angina pectoris
857,Amlosure AT Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
858,Amlovas S 2.5mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
859,AMLOVEL 5mg Tablet 10'sAMLOVEL 2.5mg Tablet 10's,Angina,Â prevent angina pectoris and pain in chest
860,Amlovin E 5mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
861,Angicam 2.5mg Tablet 15'S,Angina,Â prevent angina pectoris and pain in chest
862,Angicor 40mg Tablet 10'SAngicor 20mg Tablet 10'SAngicor SR 40mg Tablet 10'SAngicor 60mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
863,Angicor SR 60mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
864,Angiotec 500mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
865,Angiplat 2.5mg Capsule 25'SAngiplat 6.5mg Capsule 25'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
866,Angised 0.5mg Tablet 30'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
867,Angispan TR 2.5mg Capsule 25'SAngispan TR 6.5mg Capsule 25'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
868,Angistat 6.5mg Capsule 25'SAngistat 2.5mg Capsule 25'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
869,Angitab 40mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
870,Angitrit 20mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
871,Angiwell 2.6mg Tablet 30'SAngiwell 6.4mg Tablet 30'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
872,Angizem 180 mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
873,Anglit CR 6.4mg Tablet 30'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
874,Apresol Plus Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
875,Asomex 5mg Tablet 15'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
876,Aspitrate 60/150mg Capsule 15'SAspitrate 30/150mg Capsule 15'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
877,Aspitrate G 60/150mg Capsule 10'SAspitrate G 60/150mg Capsule 15'SAspitrate G 30/150mg Capsule 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
878,Atecard Am Tablet 15's,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
879,Atmost 25mg Tablet 14'SAtmost 50mg Tablet 14'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
880,Atrowok 0.60mg Injection 1ml,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
881,Avcor 5mg Tablet 20'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
882,Benipack 8mg Tablet 15'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
883,Betacard XL 12.5mg Tablet 10'SBetacard XL 25mg Tablet 10'SBetacard XL 50mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
884,Betafit 25mg Tablet 10'SBetafit 50mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
885,Betafit AM 5/50mg Tablet 10'SBetafit AM 5/25mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
886,Biodipin 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
887,BMD Max 2.5mg Capsule 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
888,Bradia 5mg Tablet 10'SBradia 7.5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
889,Bradiswift 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
890,Cardem 60mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
891,Cardicap 10mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
892,Cardimax 20mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
893,Cardimax SR 60mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
894,Cardimon 10mg Tablet 10'SCardimon 20mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
895,Cardipin Retard Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
896,Carnisurge Syrup 100ml,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
897,Carnosine 6mg Injection 2ml,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
898,Caroza Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
899,Cartinex 500mg Tablet 10'SCartinex OD Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
900,Carvidon 60mg Tablet 10'SCarvidon MR Tablet 10'SCarvidon 20mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
901,Carvidon MT 50mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
902,Carvidon OD 60mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
903,Caxin 0.25mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
904,Channel SR 120mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
905,Check At Tablet 10's,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
906,Cilny 10mg Tablet 15'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
907,Cinwox 25mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
908,Coralan 5mg Tablet 14'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
909,Coralan 7.5mg Tablet 14'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
910,Corflo 10mg Tablet 20'SCorflo 5mg Tablet 10'S,Angina,Â prevent angina pectoris
911,Corvadil 10mg Tablet 10'S,Angina,Â prevent angina pectoris
912,Corvela Tablet 10'S,Angina,Â prevent angina pectoris
913,Crema 10mg Tablet 10'S,Angina,Â prevent angina pectoris
914,Cytogard 20mg Tablet 10'S,Angina,Â prevent angina pectoris
915,Cytogard OD 60mg Capsule 10'S,Angina,Â prevent angina pectoris and pain in chest
916,CZAR AM Tablet 10's,Angina,Â prevent angina pectoris and pain in chest
917,Dilcal 30mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
918,Dilcardia SR 90mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
919,Dilcontin XL 180mg Tablet 10'S,Angina,Â prevent angina pectoris and pain in chest
920,Diltiact 2 % Tablet 10'SDiltiact 2% Gel 30gm,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
921,Diltiazem 90mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
922,Diltigesic Organogel 30gm,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
923,Dilzem 60mg Tablet 15'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
924,Dipal F Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
925,Diucontin K 20mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
926,Dobustat 250mg Injection 5mlDobustat 250mg Injection 20ml,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
927,Dopacef 200mg Injection 5ml,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
928,DTM 60mg Tablet 10'SDTM 30mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
929,DTM SR 90mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
930,Duorandil 5mg Tablet 10'SDuorandil 10mg Tablet 20'SDuorandil 5mg Tablet 20'SDuorandil 10mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
931,DZM 60mg Tablet 10'SDZM 30mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
932,Efnocar 40mg Tablet 10'SEfnocar 10mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
933,Eldizem 30mg Tablet 10'SEldizem 60mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
934,Elmap SR Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
935,Embeta R 2.5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
936,Embeta R 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
937,Esamlo 2.5mg Tablet 10'SEsamlo 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
938,Escot Cream 30gm,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
939,Eslo 1.25mg Tablet 10'SEslo 2.5mg Tablet 10'SEslo 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
940,Eslomet 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
941,Eslova 2.5/10mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
942,Espin 1.25mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
943,Exenta 50mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
944,Exinia 25mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
945,Ezuric 50mg Tablet 10'SEzuric 25mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
946,Felogard 5mg Tablet 10'S,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
947,Fibricor 0.1mg Injection 10ml,Angina,prevents angina and  works by widening the blood vessels in your heart to allow an increased amount of blood to flow to areas which need it
